row_Number,text,polarity
4472,"[<Sentence: πλαισι παρους κυπρ π.φ.ν.φ., πραγματοποι διεθν σεμιναρ τιτλ «η ιμπεριαλιστ επιθετικοτητ νοτιοανατολ μεσογει μες ανατολη.>, <Sentence: δικ ρολος» παρασκευ ιουλ ωρ αναπαυτηρ πε περβολ ",1
4473,"[<Sentence: αντιμεταναστευτ πολιτ προσφατ διαχωρισμ χιλιαδ προσφυγ παιδ συνορ μεξ ητ μερικ βασικ λογ οποι εγιν επανειλημμεν εκκλης βρετανιδ πρωθυπουργ τερεζ μ ακυρως επισκεψη.>, <Sentence: δημαρχ λονδιν σαντικ χ εχ ηδη ξεκαθαρις τραμπ ειναι ευπροσδεκτ βρεταν πρωτευους επισημαιν βρεθ αντιμετωπ πληθ ειρην ",-1
4475,"[<Sentence: κ. μ παντως βρισκ δυσκολ θεση, καθως σχεδ τελωνειακ σχες ε.ε. πυροδοτ εντον αντιδρας κολπ κυβερνης της, ενω ειναι βεβαι λαβ πρασιν φω βρυξελλων.>, <Sentence: οπαδ σκληρ μελ κυβερνης βουλευτ τορις, εγκαλ τερεζ μει, σχεδ της, οποι επιχειρ διατηρ στεν σχες κοινοτητ αφην καποι κοκκιν γραμμ ξεθωριασουν, ουσιαστ αγνο ψηφ πολιτων.>, <Sentence: πλευρ ευρωπαι βλεπ σχεδ μ μια προσπαθει διασφαλις αυξημεν προνομια, σχες αλλ τριτ χωρες, απαλλασς ωστοσο χωρ κοινοτ πλαισι υποχρεως συμμετοχ ενωση.>, <Sentence: αυστρια, εχ αναλαβ κυλιομεν προεδρ ε.ε. ιουλιου, παντως θελ καθε τροπ αποφευχθ μια εξοδ χωρις συγκεκριμεν ",0
4476,"[<Sentence: βαρ σχηματιστ δικογραφ αποδοχ διαθες προιοντ εγκλημ οποι υποβλ εισαγγελ πρωτοδικ πατρ ερευν πληρ διαλευκανς ",-1
4477,"[<Sentence: κοιν ανακοινωση, συντεχν σεγδαμελιν πεο, ομεπεγ σεκ δεοκ καταγγελλ τριτ συνεχομεν μηνα, εταιρει λεωφορει λαρνακ ζηνων καταβαλλ εγκαιρ μισθ εργαζομενων.>, <Sentence: εργαζομεν συγκεκριμεν εταιρει επιδεικνυ τεραστ υπομον κατανοης προβλημ στολο, πολλαπλ μηχαν προβληματα, απους κλιματιστ εργας συνθηκ καυσωνα, τουλαχιστον αυτ αναμεν ειναι πληρων εγκαιρ μισθ συμπεριφερ σεβασμο” σημειων συνδικαλιστ οργανως οποι παρεχ προθεσμ εργοδοτ καταβαλ τελευται μισθ μεχρι ερχομεν δευτ ",0
4478,"[<Sentence: πρωτ δηλως ιταλ επισημ επιλογ κυριαρχ ρολ επαιξ αισθημ αποτελ μερ ομαδ παθ ελλην μπασκετ.>, <Sentence: μπανκ αναφερθ ιδιοκτητ καε, μακ αγγελοπουλο, υπογραμμιζ εχ οραμ εφερ αυρ σιγουρ συλλογο, ενω αποκαλυψ γιν αλλαγ τεχνικ επιτελειο.>, <Sentence: ητ πολ δυσκολ αντισταθ πιες ενιωθ εσωτερ ζ αυτ εμπειρια.>, <Sentence: δ αυτ κλαμπ βελτιωνεται, πραγμ εχ γιν μεσα δυσκολ περιοδ παρελθον.>, <Sentence: συμπληρωσε: «εχουν γιν καποι σημαντικ επενδυσεις, αλλα τροπαι ητ αποτελεσμ οραμ προεδρ που μπορ φτας ομαδα.>, <Sentence: φιλοσοφ του: «σχετικα στυλ παιχνιδ ομαδ προπον παρελθον ειναι παντ προσπαθ παιξ εν εξυπν μπασκετ, αναλογ παικτ ειχ καθε θεση.>, <Sentence: σχετ αποτελεσμ γηπεδο, ειναι σημαντικ αξιοποιης αθλητων, δημιουργ εν στυλ παθιαζ οπαδ μας».>, <Sentence: πλαν μονοετ συμβολαι του: «προγραμματισες γαμ πρωτ μερ γνωρις γυναικ σου; ουτε εγω ειμαι χρον ",0
4479,"[<Sentence: οπως ανακοινωθ τμημ επιθεωρης εργασιας, πλαισι στοχευμεν εκστρατει κυπριακ αγορ ελεγχ περιεκτικοτητ κολλ αμες δρας βενζολιο, χλωροφορμιο, τολουολ διχλωροαιθανιο, εχ εντοπιστ κολλ αμες δρας επωνυμ αριθμ οποι θεωρειτα περικλει ",0
4480,"[<Sentence: αποφας εναρξ δημος διαβουλευς εληφθ μετα σειρ αιτημ πολιτες, ευρωπαικ κοινοβουλ ορισμεν κρατ μελ εε.>, <Sentence: ωστοσο, υπηρξ αλλα κινητρα, οπως οδ ασφαλεια, αυξης ευκαιρ αναψυχ προκυπτ μεγαλ φω ημερ κατα διαρκει βραχ απλως ευθυγραμμις εθν πρακτ εκειν γειτον κυρι εμπορ ",0
4481,"[<Sentence: αυτ υποστηριζ εφημεριδ επικαλουμεν τηλεφων συνομιλ πρωην προεδρ μπαρτσελον σαντρ ροσελ -επισημη απαντης μπαρτσελον αρνειτα ολ κατηγορ τελ φημ θελ εμπλεκ παρανομ εμπορ οργαν θελ βαλ ερικ αμπινταλ, φωτογραφ νοσοκομειο, ξαδερφ του, εσως ζωη.συμφωνα δημοσιευματα, γαλλ παλαιμαχ απεκτ παρανομ τροπ μοσχευμ χρησιμοποι μεταμοσχευς χρειαστ κανει.ο ιδιος, δευτ αναρτης λιγ ωρ διεψευς κατηγορηματ φημες, ζητ σεβασμο.«με αυτ φωτογραφ θελ εκφρας σεβασμ ξαδερφ υπερασπιστ τιμ του.θα ηθελ καταδικας δημος στας καποι ειδησεογραφ δικτυ αμφιβαλ νομιμοτητ επεμβας εδως ζωη.σταματηστε ",0
4483,"[<Sentence: τελος, ισως εντυπωσιακ χαρακτηριστ συσκευ ειναι τεραστ μπαταρ οποι ακουγ απαραιτητ τροφοδος τετοι συσκευης, γεμιζ προσδοκ παρα πολ καλ αυτονομ εξασφαλιζ χρης δυο τρ ημερ χωρις ",1
4484,"[<Sentence: συνεπως οταν εν παιδ βρισκ φασμ αυτισμ σημαιν επικοινωνιακ κοινων ικανοτητ επηρεαζ καποι τροπο.>, <Sentence: συνηθως ατομ αυτισμ χαρακτηριζ ντροπαλα, ενω συχν υπαρχ δυσλειτουργ προσληψ ερεθισματων, οπως αντιληψ ηχ η/και πονου.>, <Sentence: δυο ομαδ χρησιμοποι συσκευ καθε πρω λεπτ μια δοκιμ εβδομαδ σπιτ χωρις αλλ κλιν παρεμβασεις.>, <Sentence: αυτ γιν δημιουργ εξατομικευμεν ηχητ διεγερς μειως ανεπιθυμητ εγκεφαλ κυματων, πραγματ χρον καθ ολ διαρκει συνεδριας.>, <Sentence: ανθρωπ ανεπτυξ συστημ αυτο, επεσημ αποτελεσμ μελετ δειχν χρης σπιτ εχ εν ευρ ευεργετ αντικτυπ παιδ διαταραχ φασμ αυτισμ ολ διαμορφως εγκεφαλ κυματων, συμπεριφορων, ακομ ισορροπιας.>, <Sentence: καθηγητρ αγν βλαβιαν αρβανιτη, προεδρ ιδρυτρ διεθν οργανως βιοπολιτ πρεσβειρ αυτισμο, αναφερομεν ελλαδ τονιζ «στη χωρ υπολογιζ υπαρχ περιπου ατομ αυτισμο.» τονιζ «η εκρηκτ αυξης ποσοστ γεννης παιδ αυτισμ αναδεικνυ τρομερ επιπτως περιβαλλον υγει ανθρωπ προκαλ αλογιστ χρης χημ ους γεωργ παραγωγ ",1
4485,"[<Sentence: ανεφερ εξεταζ ολ ενδεχομεν οταν ενημερωθ σαφηνει γερμαν θεση, τοτε κυβερνης αξιολογ καταστας λαβ μετρ χρειαζεται.>, <Sentence: τονισε, επισης, αυστριακ προεδρ δως ιδιαιτερ βαρυτητ ενισχυς φυλαξ εξωτερ συνορ ε.ε., σημειων υπαρχ κοιν συναινες ε.ε. ζητημ αυτο.>, <Sentence: αυστριακ καγκελαρ υπερασπιστ μεταναστευτ πολιτ χωρ προσπαθ αποκρους επικρις δεχεται, λεγ αυστρια, μαζ σουηδ εχ δεχθει, αναλογ πληθυσμ της, περισς αιτουντ ",0
4486,"[<Sentence: βημ οικονομ συνεδρ αυστρια, επικεφαλ μπουντσεμπανκ, διεμηνυς πρεπ αλλαγ νομισματ ενως διν δυνατοτητ αυξης δανεισμ κυβερνησεων, καθως χρε ζων ευρ ειναι ηδη ",0
4487,"[<Sentence: ενας νεκρ σφοδρ καταιγιδ γαλλ εν ανθρωπ σκοτωθ επτα αλλ τραυματιστ ελαφρ εντον καταιγιδ επληξ βραδ νοτιοδυτ γαλλ αποτελεσμ νοικοκυρ παραμεν σημερ χωρις ηλεκτρ ρευμα.δεντρα πεσμεν πανω σιδηροδρομ γραμμες, ηλεκτρ καλωδ εδαφος, εκατονταδ στεγαστρ αυτοκινητ καταπλακωμεν χοντρ χαλαζι: καταιγιδ ητ συντομ αλλα εξαιρετ σφοδρη.ενας ποδηλατ πεθ «καρδιοαναπνευστικη ανακοπη», αφου τραυματιστ πτως δεντρ παρκ ομπζ (κεντροδυτικη γαλλια), διαρκει συγκεντρως ποδηλατοτουρισμου.«υπαρχουν σημαντικ ζημιες, καταιγιδ ητ εξαιρετ βιαιες», δηλως γαλλ πρακτορει χαβι σαλον, περιφερειακ διευθυντ επικοινων εταιρ διαχειρις δικτυ διανομ παρεμεν χωρις ηλεκτροδοτης μεσημερι, συμφων επνε ταχυτητ εως χλμ. ωρ ισχυρ βροχοπτως σημειωθ τεταρτ γυρ ωρ ελλαδ περιφερει ντορντον, πληττ ",-1
4488,"[<Sentence: ομως, μετα καταγγελ συγκρατουμεν προσπαθ εκβιασουν, βαρ τρ αλλοδαπ σχηματιστ δικογραφ εκβιας βαθμ κακουργημ προκλης σωματ βλαβων, οποι υποβλ εισαγγελ ",-1
4489,"[<Sentence: θεοδωρακης: γιν καμμεν συριζ σκαι χαρακτηρισμ τσιπρ μητσοτακη: «ειστε πολιτ απατεωνας», «ψευδεστε», «οι αποτελ ειδικοτητ οικογενειακη» πρωθυπουργ κατηγορ προεδρ νδ πηγ βερολιν διασφαλις περικοπ συνταξ μητσοτακης: «ειχατε π δεσμευς δημος περιους μεχρι φωναζατ κυρι μερκελ τωρ εκλιπαρ δυο λογι συμπαθει εν φιλ χτυπημ πλατη» βουλ χωρ ειχ βγ μνημον εαν «εγω ανελ ακουγ σειρην οψιμ μακεδονομαχων» ειπ υπουργ εθν αμυν προειδοποι «γεννιεται εν νε αντικομμουνισμ ευρωπη» κορυφαι πραξ αντιστας ελλην μιλ ακομ τωρα, τριτ επετει δημοψηφισματος, πρωθυπουργ «επιθυμειτε διακαως περικοπ συνταξ τρεμ προοπτ εφαρμοστει» μητσοτακης: εσεις ψηφισατ μειως συνταξεις, εμεις ημαστ απεναντ παρισταν μαχ ακροδεξια, ωρ εχ πονταρ ρεστ πανω σωτηρ θελ απαλλαξ κ.καμμενο μονιμ αγχ του.>, <Sentence: «δεν γιν καμμεν συριζα» ειπ χαρακτηριστικα.στη συνεχεια, αναφερθ επετει τρ ετ δημοψηφισμα, αφην αιχμ στας πρωθυπουργ φωτογραφιζ γιαν βαρουφακη: «οχι διχασμο, οχι τριτοκοσμ πειραμ αριστερ πολυτελειας» σημειωσε.σχολιαζοντας αντιπαραθες αλεξ τσιπρα- κυριακ μητσοτακ σημειως βουλ μετατραπ προεκλογ μπαλκονι.>, <Sentence: «δε συζητ οικονομια, ουτε μεγαλ αλλαγ πρεπ γιν διοικηση» επισημανε.«τα μνημον αφ ανεπαφ αιτ τους, κομματ κρατος» προσεθες σταυρ ",-1
4490,"[<Sentence: βρεθ καρδ εξεγερς οποι διαδεχθ καταστολ στοιχις ζω εκατονταδ ανθρωπων, νε κυριωσ.στοχος δημοτ αρχ πεκιν ειναι εως εχ επιτευχθ καταχωρης παγκοσμ λιστ κληρονομ ομαδ ιστορ χωρ «αξονα βορρα-νοτου» πρωτευουσασ.συμφωνα ιθυνοντες, ορισμεν κατοικ πολ κλ μετακιν προκειμεν ιστορ τοπ αναδειχθ παλι αρχ κατασταση.η απαγορευμεν πολη, ητ κατοικ κινεζ αυτοκρατορ βρισκ ακριβως βορει πλευρ τιενανμεν, καθως να ουραν εχ ηδη καταχωρ λιστ παγκοσμ πολιτιστ ",0
4491,"[<Sentence: spiegel: πρωτ φορ φετος εφικτ στοχ ιδιωτικοποιης συνεχει εχ δημοσιευμ γερμαν τυπ προοπτ ελλην οικονομιας, καθως χωρ οδευ εξοδ τριτ προγραμμ διασωσης.>, <Sentence: περιοδ οποι συνηθιζ θετικ αναφορ ελλαδα, αυτ φορ εστιαζ θεμ ιδιωτικοποιης βλεπ ενθαρρυντ προοπτικες.>, <Sentence: προβλημ ειναι, συμφων λογ χρον πιες κακ οικονομ καταστας χωρ μπορ διασφαλιστ συχν καλ ",-1
4492,"[<Sentence: ολ αυτ ωρ ερντογ προσπαθ πεις τουρκ πεινανε, ενω πατατ ξεπερν ευρ κιλ εν κουτακ κοστιζ πανω ευρ σουπερ μαρκετ πρωην πρωταθλητ νε βουλευτ κομμ ερντογ παντως φαν νοιαζ πολ ",-1
4493,"[<Sentence: ερευνητ λεν υπαρχ σαφ εξηγης διαφορ κινδυν εμφανις διαβητ μεταξυ ανδρ γυναικων, αλλα ευρημ δειχν γυναικ εργαζ αποτελεσματ ακομ περισς ωρες, αφου πρεπ ληφθ υποψη εχ δουλει σπιτ φροντιδ παιδιων.>, <Sentence: επιπλεον παρατηρ οτι, περισς ωρ εργας μπορ πυροδοτ χρον αντιδρας στρ αυξαν κινδυν ορμον ανωμαλ αντιστας ινσουλινη.>, <Sentence: επιστημον τονιζ λαμβαν υποψη ταχει σημαντικ αυξης επιπολασμ διαβητ καναδ ολ κοσμο, αναγνωρις τροποποιησιμ παραγοντ κινδυνου, οπως πολλ ωρ εργασιας, εχ μεγαλ σημας βελτιως προληψ χαραξ πολιτικης, καθως μπορ αποτρεψ πολυαριθμ περιπτως διαβητ χρον ασθενει ",-1
4494,"[<Sentence: αυτ στρατηγ σημας θες αλλα ανακαλυψ κατα φετιν ανασκαφ περιοδ εν λιθοκτιστ αμυντ τειχους, βλημ σφενδον μπουλον καταπελτη, τεκμηριων στρατιωτ χαρακτηρ θεσης.>, <Sentence: επιπλεον, αρχιτεκτονικα, κεραμεικ νομισματ ευρημ ανακαλυφθ κατα προηγουμεν ανασκαφ περιοδους, χρονολογ χρης οχυρ βιγλ υστερ πρωιμ αιων π.χ., περιοδ οχι καλ τεκμηριωμεν κυπριακ ιστορια.>, <Sentence: αυτ ανακαλυψ επαληθευ χρονολογης οικισμ βιγλα, οπως διατυπωθ κατα προηγουμεν τρ ανασκαφ περιοδ καταδεικνυ πλατωμ βιγλ υπαρχ περισς μνημειακ κτιρ ο,τι πιστευ ",1
4495,"[<Sentence: γερασιμος σκιαδαρεσης: «με ενοχλ νταν εγιν ηθοποιος... ολ αυτ ειναι φθηνο» γερασιμ σκιαδαρεσης, εχ καταφερ χωρ υποκριτ αξιοσημειωτ καριερ ζηλευ πολλ νε ηθοποιοι.σε προσφατ συνεντευξ του, καμερ εκπομπ «φτιαξε καφ πω», σχολιας συμμετοχ γιωργ αγγελοπουλ σηριαλ «τατουαζ», αλλα δημοσιευμ αφορ ταιν ειχ συμμετασχ netflix.«δεν ειχ δ αγγελοπουλ ειχ καλ σχες ",-1
4496,"[<Sentence: οπως δηλως καγκελαρ «οι αποψ σχετ προσφυγ μεταξυ γερμαν ουγγαρ ειναι πολ διαφορετικες».>, <Sentence: βικτορ ορμπ –εξαλλου- συνεντευξ εφημεριδ μπιλντ, δηλων υπο αυστηρ προυποθες ητ προθυμ συζητ διμερ συμφων καγκελαρ προσφυγικο, πρωτ ομως επρεπ υπαρξ διαπραγματευς αυστρ μαλιστα, συναντης καγκελαρ μερκελ, πρωθυπουργ ουγγαρ ειχ τηλεφων επικοινων αυστριακ καγκελαριο, σεμπαστι ",0
4497,"[<Sentence: προφανως ηθελ π βουκουρεστιου) γεωργιαδη; καν κ. μητσοτακ οταν χτυπ τηλεφων ακους γνωστ φων ψηφις συμφωνιας; ψηφις ακροδεξ συνιστως κομμ σας; νοβαρτις ματσεντον κανει; πος απωλει εχ ψηφοφορ γιατι στελεχ εμπλεκ σκανδαλ εχ αδει βγ φυλακες;».«μονο μον συμπεριφορ ευρωβουλευτ νδ αντιπροεδρ ειπ μοσκοβις ενημερως κοπ συνταξ δειχν πανικο.>, <Sentence: νδ δης ειναι πανικ υποδαυλιζ εθν οικονομ λαο» ειπ κ. καμμεν προσθεσει: «μου θυμιζ αυτ ειχ π μακαριστ χριστοδουλ παρακαλ ψοφ γιδ διπλανου.>, <Sentence: κυβερνης σεπτεμβρ δεσμευτ καθαρ εξοδ μνημονια» προσθες υπουργ εθν αμυνασ.ο κ. καμμεν ειπ χωρ ειχ βγ μνημον εαν «εγω προσωπ ανελ ακουγ σειρην οψιμ μακεδονομαχων.>, <Sentence: πεφτ παγιδ μαυρ διαπλοκ ηθελ πεις καλ πατριδ ητ καλ δικ παρτιδ ειναι ριχν κυβερνης καν χαρ προθυμ κοινοβουλευτ καβατζ σορρος».«τον ξεχασατ θεοδωρακ εβαζ ορ φυγ ανελ μπ κυβερνηση; ριχν κυβερνης καν χατιρ τροικ εσωτερικου;» συνεχις προσθες «ολοι αυτ τροφιμ ιδρυμ σορρ μαυρ μετωπ διαπλοκ συνασπιστ πρωτογνωρ κοινοβουλευτ κοινοπραξ καταρρευς κυβερνησης.>, <Sentence: βεβαι μετα αποκαλυψ κ. παντελακ ακυρως πωλης ολ αυτ εγιν ωρ επιχειρ ριξ ανελ».«η ατζεντ κυβερνης ειναι καθαρ εξοδ μνημον παταξ διαφθορ διαπλοκ προστας παιδ σκοτων καθημεριν ",-1
4498,"[<Sentence: κατω αδιευκρινιστ συνθηκες, συρματοσχοιν γεραν εσπασε, αποτελεσμ βαρ φορτ πες πανω προανακρις διενεργειτα κεντρ ",-1
4499,"[<Sentence: υπουργ εξωτερ πγδμ νικολ ντιμιτροφ δηλωσε, συμφων προεδρ ειναι υποχρεωμεν νομ υπογραψ διαταγμ μετα δευτ ψηφοφορ ",0
4500,"[<Sentence: «οταν θελ διαπραγματευθ δασμους, παραδειγμ αυτοκινητα, χρειαζ κοιν ευρωπαικ θες συνεχιζ εργαζ αυτη» σημειως μερκελ προσθεσε: «θα ημ ετοιμ στηριξ διαπραγματευς μειως δασμων, αλλα μπορ καν αυτ μον ",0
4501,"[<Sentence: στοιχει αναφερθ κατα συνεδρ στρατηγ σχεδιασμ ανωτερ ανωτατ εκπαιδευς αρχις κατεχομεν λευκως ολοκληρωθ ",0
4502,"[<Sentence: «παρα σημαντικ αυτ εξελιξ απευθυν εκκλης σ’ οποι βρεθ περιοχ βραδ κυριακ πρωτ πρωιν δευτ κι εχ πιθανον πληροφορ θανατ αλις επικοινων μαζ μας», δηλως επικεφαλ επιθεωρητ ερευνων, στιουαρτ ",-1
4503,"[<Sentence: ητ πολ δυσκολ αντισταθ εσωτερ πιες βιως αυτ εμπειρια, οποι μον ελλην μπασκετ μπορ δως ευρωπη, κατι οποι καταλαβαιν καθε ημερ ελλαδα, πος παθιασμεν ειναι κοσμ αυτ σπορ.>, <Sentence: πρωτ στιγμ προσεγγις κλαμπ προεδρ μεχρι σημερα, μπορ πω ειναι αισθης βγαζ ομαδ εξω.>, <Sentence: εισαι μερ αυτ ητ βασικ λογ αποφασις δεχθ αυτ προταση»«ειναι φανερ μπορ μιλ ξεκαθαρ στοχους, οταν εχ καλ καλ συνθες ομαδας, αλλα θελης ειναι ειμαστε ανταγωνιστ καθε διοργανωση.>, <Sentence: κατι αντιστοιχ μπορ π κυπελλ ελλαδος, ομαδ εκ εξαιρετ εμφανις τελ ειναι πρωταθλημα, οπου πρεπ τερματις θες ανταξ αεκ.>, <Sentence: αλλα πηρ αποφαση, βας οχι μον συνεχις κατακτης δυο τροπαιων, αλλα βαλ ταυτοτητα, εμπιστοσυν κι εν παθος, πρεπ βγαιν ολ πλευρες».«παντα προσπαθ παιξ οσο σωστ κι εξυπν μπασκετ, αναλογ παικτ ειχ καθε θεση.>, <Sentence: οσο αποτελεσμ γηπεδο, ειναι σημαντικ αξιολογης αθλητ στυλ, συνεχις παθιαζ οπαδ μας».«σιγουρα καταλαβαιν βαρ δυο τιτλων.>, <Sentence: καταλαβ πος θελ ειμαι εδω, πεποιθης ειναι προπονητ πρεπ καν καποι συνδυασμους.>, <Sentence: αλλα θελης παντ ειναι δειξ κατευθυνς καθε μερ ασχολ συνεργατ μου, διατηρησω.>, <Sentence: μπορ υποσχεθ μεσα αυτ κατευθυνς φτας μαξιμουμ, οπως δυο τροπαια, αλλα σιγουρ προσπαθει ειναι π προγραμμ αυξανομεν βελτιωση, μερικ στιγμ πορει μπορ φερ τροπαια, αλλ αξιοποιης αθλητων.>, <Sentence: αυτ θελ ειναι ικανοποι φιλοδοξ παθ οπαδ καθε αγωνιστ ημερ καταλαβαιν χειροκροτ προσπαθει μεσα γηπεδο.>, <Sentence: πολ καλ δουλει καν ελλην προπονητ φαιν αποτελεσμ τους, οταν παν δουλεψ εξωτερικο.>, <Sentence: μπασκετ οπως ειναι δομημεν σημερα, διοργανωσεις, αναγκαζ εχ εν γεματ προγραμμα, μπορ παιξ παιχνιδ χρονια.>, <Sentence: αυτ παιρν πολ χρον κι ενεργεια, δειξ παικτ συνεργατ πρεπ διν παντα, υψηλ επιπεδο».«δεν ηθελ πω λειπ αεκ αλλ ομαδες.>, <Sentence: αλλη, πορει εν νε αθλητ αξιοποιης εχ συγκεκριμεν σταδια, αλλα σιγουρ πρεπ δυναμως ιδιοι.>, <Sentence: πιστευ βασικ ανταποκριθ εν παικτ αυτ επιπεδ ειναι θελης ικανοτητ του».ο γιωργ χην αρχ ειπε: «θα ηθελ κι εγω ευχαριστ ειστε εδω καλοσωρις νε κοουτς.>, <Sentence: ειναι σημαντικ καλ αγωνιστ εικονα, αλλα γενικη».«με ευκαιρ παρουσιας ευχαριστ συμβολ χρον τελειωσε, ειχατ συμμετοχ βελτιωθ καταστας αεκ φτας επιτυχ ",1
4504,"[<Sentence: κ. μητσοπουλου, τμημ επιστημ τροφιμ διατροφ ανθρωπ (γεωπονικο πανεπιστημ αθηνων) παρουσιας στοιχει αφορ προσληψ βιταμιν ανοργαν στοιχειων.>, <Sentence: συνολ προσληψ ειναι, μαλιστα, ακομ υψηλοτερη, γιατι πος αυτ συνυπολογιστ προσθηκ αλατ κατα μαγειρεμ η/και τραπεζι.>, <Sentence: πλαισι ημεριδας, επιπολασμ χρον νοσημ ανεπτυξ αναπληρωτ πρυτανης, καθηγητ βιοστατιστικης, μεθοδολογ ερευν επιδημιολογ τμημ επιστημ διαιτολογιας-διατροφης χαροκοπει πανεπιστημιο, δημοσθεν παναγιωτακος.>, <Sentence: περιπου ανδρ γυναικ εχ υποστ καποι καρδιαγγειακ επεισοδιο, ενω ιδιαιτερ ανησυχητ ειναι γεγον εμφανις νος αφορ μον «τριτη» ηλικια, αλλα εμφανιζ ατομ πολ νε ηλικιων, ακομ μικρ ετων.>, <Sentence: αυξημεν τιμ λιπιδ φαιν εχ περιπου εν τεσσερις ελληνες, ενω ποσοστ φταν ατομ ανω ετων.>, <Sentence: εν πεντ ελλην ακολουθ πληρως καθιστ ζωη, ενω μολις ανδρ γυναικ ειχ επαρκ επιπεδ σωματ ",-1
4506,"[<Sentence: συμφων διευθυνς διωξ ηλεκτρον εγκλημ ελεγχ παρανομ στοιχηματισμ εχ ενταθ λογ διεξαγωγ παγκοσμ ",0
4507,"[<Sentence: ταιλανδη: παγιδευμεν παιδ γνωριζ κολυμπι, υποστηριζ φιλ σαββατ ιουν αγορ νεαν ποδοσφαιρ ομαδ ηλικ εως ετων, αφου τελειως προπονης αποφασις μαζ προπονητ παν πικ νικ σπηλαι ταμ λουανγκ, συνορ τησμ μιανμαρ λαος.>, <Sentence: επικεφαλ επιχειρης διασως δηλως ηθικ παιδ προπονητ ειναι ακμαι ανεφερ τωρ γιν «ενας αγων διασωστ εναντ νερου» καθως μεχρι σαββατ περιοχ αναμεν ",0
4508,"[<Sentence: αλλ προσφατ μελετ εχ υποδειξ βελτιως ποιοτητ σπερμ παρατηρ χαρ διατροφ πλους πολυακορεστ λιπαρ οξεα,οπως ω-3 αντιοξειδωτ βιταμιν .τα ευρημ αυτ αυξ ενδεχομενως πιθανοτητ εν ζευγαρ συλλαβει», οπως αναφερ επικεφαλ ερευνητ ομαδ αλμπερτ σαλας-ουετος, πανεπιστημ ταραγον ισπανιασ.η νε μελετ παρουσιαστ προσφατ συνεδρ ευρωπαικ εταιρει ανθρωπιν αναπαραγωγ ",0
4509,"[<Sentence: κρητη: νε συλληψ αερι γελ χερσονης βαζ κατω ασυνειδητ επιχειρηματ νυχτεριν κεντρ κρητη, αδιαφορ ελεγχ αρχ εξακολουθ διαθετ πωλης νεαρ τουριστ συσκευ καταναλως επικινδυνουκατ διαρκει ελεγχ εκαν αστυνομ τοπ τμημ εν μπαρ χερσονησου, επιας πρας ιδιοκτητ καταστημ διαθετ πωλης αμπουλ μπαλον οποι περιειχ περιβοητ υποξειδ αζωτου, οποι περυς ειχ πες κωμ βρετανιδ μαλ συνεχει ξεψυχ πατριδ οπου νοσηλευοταν.συγκεκριμενα, κατασχεθ αμπουλες- φιαλιδ οποι περιειχ αερι γελιου, αλλα χρησιμοποιημεν φιαλιδ ιδι περιεχομενο, μπαλον δυο μεταλλ φιαλιδια, καθως ευρ προερχομεν παρανομ ",-1
4510,"[<Sentence: ανακοινως συντεχν οελμεκ ολτεκ ποεδ αναφερ αποφας κυβερνης ειναι τουλαχιστον, απαραδεκτες, προκλητ συνεπως μπορ γιν αποδεκτ εκπαιδευτ οργανωσεις.>, <Sentence: θεωρ ουτε πολιτει κοινων πρεπ γιν ανεχτ αποδεχτ τετοι αντιδημοκρατικες, ετσιθελ προκλητ αποφασεις, οποι τεχνηεντως ξεκαθαριστ επισημ μεσα μεχρι σημερ ανακοινως τους.>, <Sentence: εκπαιδευτ οργανως πρωτ αντιδρας αποφασισαν: αμες διακοπ οποιασδηποτ επαφ συγκεκριμεν υπουργ υπουργει παιδειας, θεωρ κ. χαμπιαουρ αναξιοπιστ ",-1
4511,"[<Sentence: ανυπομον βυθις μουσικ δοντ αυτ τεραστ κομματ δημοφιλ κουλτουρας» ειπ ελτον τζον, συμφων περιοδ ταουμπς μιλ θεατρ εργ επισημαινοντας: «ο κοσμ μοδ ειναι τος γοητευτ θεατρικος, ιδι ταιν ειναι τος θεατρικη, οπως χαρακτηρ αντι εχ ολ ος θελ μια πρωταγωνιστρια, καποι ονειρ τεραστ φιλοδοξιες, εχ αντιμετωπις πρωτ φορ πραγματικοτητ κοσμ ",1
4512,"[<Sentence: ιδι μεσα προσωπ λογαριασμ δημοσιευς φωτογραφ ντουμπα οπου βρισκ τελευται εβδομαδες, καθως δραστηριοποι εκει επαγγελματικα.οπως δ παρακατ στιγμιοτυπο, ανν ποζαρ μαγι φοντ ουρανοξυστες, ενω ειναι εντελως ",0
